year,player,finish,r1_score,r2_score,r3_score,r4_score,total_score,prize_money,points
2016,Byeong Hun An,CUT,77,74,--,--,151,,0
2016,Trevor Immelman,CUT,77,74,--,--,151,,0
2016,Marc Leishman,CUT,74,77,--,--,151,,0
2016,Phil Mickelson,CUT,72,79,--,--,151,,0
2016,Vaughn Taylor,CUT,74,77,--,--,151,,0
2016,Branden Grace,CUT,75,77,--,--,152,,0
2016,Zach Johnson,CUT,72,80,--,--,152,,0
2016,Russell Knox,CUT,79,73,--,--,152,,0
2016,David Lingmerth,CUT,79,73,--,--,152,,0
2016,Charl Schwartzel,CUT,76,76,--,--,152,,0
2016,Tom Watson,CUT,74,78,--,--,152,,0
2016,Derek Bard,CUT,76,77,--,--,153,,0
2016,Jason Dufner,CUT,76,77,--,--,153,,0
2016,Ernie Els,CUT,80,73,--,--,153,,0
2016,Rickie Fowler,CUT,80,73,--,--,153,,0
2016,Jim Herman,CUT,75,78,--,--,153,,0
2016,Chris Kirk,CUT,76,77,--,--,153,,0
2016,Graeme McDowell,CUT,72,81,--,--,153,,0
2016,Vijay Singh,CUT,80,73,--,--,153,,0
2016,Mike Weir,CUT,76,78,--,--,154,,0
2016,Ryan Moore,CUT,80,75,--,--,155,,0
2016,Sammy Schmitz,CUT,81,75,--,--,156,,0
2016,Robert Streb,CUT,81,75,--,--,156,,0
2016,Fabián Gómez,CUT,77,80,--,--,157,,0
2016,Cheng Jin,CUT,79,78,--,--,157,,0
2016,Sandy Lyle,CUT,76,81,--,--,157,,0
2016,Mark O'Meara,CUT,77,80,--,--,157,,0
2016,Andy Sullivan,CUT,80,77,--,--,157,,0
2016,Darren Clarke,CUT,76,84,--,--,160,,0
2016,Steven Bowditch,CUT,79,82,--,--,161,,0
2016,Ian Woosnam,CUT,82,81,--,--,163,,0
2016,Paul Chaplet,CUT,83,82,--,--,165,,0
2015,Jordan Spieth,1,64,66,70,70,270,"$1,800,000 ",600
2015,Phil Mickelson,T2,70,68,67,69,274,"$880,000 ",270
2015,Justin Rose,T2,67,70,67,70,274,"$880,000 ",270
2015,Rory McIlroy,4,71,71,68,66,276,"$480,000 ",150
2015,Hideki Matsuyama,5,71,70,70,66,277,"$400,000 ",120
2015,Paul Casey,T6,69,68,74,68,279,"$335,000 ",101.33
2015,Dustin Johnson,T6,70,67,73,69,279,"$335,000 ",101.33
2015,Ian Poulter,T6,73,72,67,67,279,"$335,000 ",101.33
2015,Charley Hoffman,T9,67,68,71,74,280,"$270,000 ",82.33
2015,Zach Johnson,T9,72,72,68,68,280,"$270,000 ",82.33
2015,Hunter Mahan,T9,75,70,68,67,280,"$270,000 ",82.33
2015,Rickie Fowler,T12,73,72,70,67,282,"$196,000 ",64.8
2015,Bill Haas,T12,69,71,72,70,282,"$196,000 ",64.8
2015,Ryan Moore,T12,74,66,73,69,282,"$196,000 ",64.8
2015,Kevin Na,T12,74,66,70,72,282,"$196,000 ",64.8
2015,Kevin Streelman,T12,70,70,70,72,282,"$196,000 ",64.8
2015,Sergio Garcia,T17,68,74,71,70,283,"$155,000 ",56
2015,Tiger Woods,T17,73,69,68,73,283,"$155,000 ",56
2015,Louis Oosthuizen,T19,72,69,71,72,284,"$135,000 ",52
2015,Henrik Stenson,T19,73,73,70,68,284,"$135,000 ",52
2015,Russell Henley,21,68,74,72,71,285,"$120,000 ",50
2015,Keegan Bradley,T22,71,72,75,68,286,"$92,833 ",46.5
2015,Angel Cabrera,T22,72,69,73,72,286,"$92,833 ",46.5
2015,Ernie Els,T22,67,72,75,72,286,"$92,833 ",46.5
2015,Mark O'Meara,T22,73,68,77,68,286,"$92,833 ",46.5
2015,Patrick Reed,T22,70,72,74,70,286,"$92,833 ",46.5
2015,Bernd Wiesberger,T22,75,70,70,71,286,"$92,833 ",0
2015,Jonas Blixt,T28,72,70,70,75,287,"$68,000 ",41
2015,Jason Day,T28,67,74,71,75,287,"$68,000 ",41
2015,Morgan Hoffmann,T28,73,72,72,70,287,"$68,000 ",41
2015,Webb Simpson,T28,69,75,72,71,287,"$68,000 ",41
2015,Steve Stricker,T28,73,73,73,68,287,"$68,000 ",41
2015,Sangmoon Bae,T33,74,71,72,71,288,"$54,000 ",36
2015,Jamie Donaldson,T33,74,71,76,67,288,"$54,000 ",36
2015,Chris Kirk,T33,72,73,72,71,288,"$54,000 ",36
2015,Brooks Koepka,T33,74,71,71,72,288,"$54,000 ",36
2015,Ryan Palmer,T33,69,74,74,71,288,"$54,000 ",36
2015,Seung-Yul Noh,T38,70,74,72,73,289,"$40,000 ",29.5
2015,Charl Schwartzel,T38,71,70,73,75,289,"$40,000 ",29.5
2015,Adam Scott,T38,72,69,74,74,289,"$40,000 ",29.5
2015,John Senden,T38,71,74,72,72,289,"$40,000 ",29.5
2015,Cameron Tringale,T38,71,75,69,74,289,"$40,000 ",29.5
2015,Jimmy Walker,T38,73,72,74,70,289,"$40,000 ",29.5
2015,Bubba Watson,T38,71,71,73,74,289,"$40,000 ",29.5
2015,Danny Willett,T38,71,71,76,71,289,"$40,000 ",0
2015,Matt Kuchar,T46,72,74,72,72,290,"$30,000 ",24.5
2015,Lee Westwood,T46,73,73,70,74,290,"$30,000 ",24.5
2015,Geoff Ogilvy,48,74,70,73,74,291,"$27,400 ",23
2015,Jason Dufner,T49,74,71,74,73,292,"$25,600 ",21.5
2015,Anirban Lahiri,T49,71,75,74,72,292,"$25,600 ",0
2015,Erik Compton,51,73,72,74,74,293,"$24,600 ",20
2015,Darren Clarke,T52,74,71,77,72,294,"$23,800 ",0
2015,Graeme McDowell,T52,71,74,76,73,294,"$23,800 ",18.5
2015,Vijay Singh,54,75,70,79,71,295,"$23,200 ",17
2015,Thongchai Jaidee,55,75,70,80,72,297,"$23,000 ",0
2015,Luke Donald,CUT,75,72,--,--,147,,0
2015,Matt Every,CUT,73,74,--,--,147,,0
2015,Jim Furyk,CUT,74,73,--,--,147,,0
2015,Stephen Gallacher,CUT,71,76,--,--,147,,0
2015,James Hahn,CUT,73,74,--,--,147,,0
2015,J.B. Holmes,CUT,76,71,--,--,147,,0
2015,Mikko Ilonen,CUT,74,73,--,--,147,,0
2015,Bernhard Langer,CUT,73,74,--,--,147,,0
2015,Shane Lowry,CUT,75,72,--,--,147,,0
2015,Brandt Snedeker,CUT,74,73,--,--,147,,0
2015,Gary Woodland,CUT,71,76,--,--,147,,0
2015,Branden Grace,CUT,75,73,--,--,148,,0
2015,Brian Harman,CUT,76,72,--,--,148,,0
2015,Billy Horschel,CUT,70,78,--,--,148,,0
2015,Joost Luiten,CUT,76,72,--,--,148,,0
2015,Ben Martin,CUT,74,74,--,--,148,,0
2015,Camilo Villegas,CUT,72,76,--,--,148,,0
2015,Corey Conners,CUT,80,69,--,--,149,,0
2015,Victor Dubuisson,CUT,74,75,--,--,149,,0
2015,Padraig Harrington,CUT,72,77,--,--,149,,0
2015,Ian Woosnam,CUT,75,74,--,--,149,,0
2015,Sandy Lyle,CUT,74,76,--,--,150,,0
2015,Byron Meth,CUT,74,76,--,--,150,,0
2015,José María Olazábal,CUT,79,71,--,--,150,,0
2015,Thomas Bjørn,CUT,72,79,--,--,151,,0
2015,Miguel Angel Jiménez,CUT,78,73,--,--,151,,0
2015,Martin Kaymer,CUT,76,75,--,--,151,,0
2015,Larry Mize,CUT,78,73,--,--,151,,0
2015,Anthony Murdaca,CUT,78,73,--,--,151,,0
2015,Kevin Stadler,CUT,77,74,--,--,151,,0
2015,Brendon Todd,CUT,80,71,--,--,151,,0
2015,Matias Dominguez,CUT,76,76,--,--,152,,0
2015,Tom Watson,CUT,71,81,--,--,152,,0
2015,Fred Couples,CUT,79,74,--,--,153,,0
2015,Trevor Immelman,CUT,76,77,--,--,153,,0
2015,Robert Streb,CUT,80,76,--,--,156,,0
2015,Ben Crane,CUT,79,78,--,--,157,,0
2015,Scott Harvey,CUT,76,81,--,--,157,,0
2015,Bradley Neil,CUT,78,79,--,--,157,,0
2015,Gunn Yang,CUT,85,74,--,--,159,,0
2015,Mike Weir,CUT,82,81,--,--,163,,0
2015,Ben Crenshaw,CUT,91,85,--,--,176,,0
2014,Bubba Watson,1,69,68,74,69,280,"$1,620,000 ",600
2014,Jonas Blixt,T2,70,71,71,71,283,"$792,000 ",270
2014,Jordan Spieth,T2,71,70,70,72,283,"$792,000 ",270
2014,Miguel Angel Jiménez,4,71,76,66,71,284,"$432,000 ",0
2014,Rickie Fowler,T5,71,75,67,73,286,"$342,000 ",115
2014,Matt Kuchar,T5,73,71,68,74,286,"$342,000 ",115
2014,Lee Westwood,7,73,71,70,73,287,"$301,500 ",100
2014,Thomas Bjørn,T8,73,68,73,74,288,"$234,000 ",0
2014,Bernhard Langer,T8,72,74,73,69,288,"$234,000 ",80.17
2014,Rory McIlroy,T8,71,77,71,69,288,"$234,000 ",80.17
2014,John Senden,T8,72,68,75,73,288,"$234,000 ",80.17
2014,Kevin Stadler,T8,70,73,72,73,288,"$234,000 ",80.17
2014,Jimmy Walker,T8,70,72,76,70,288,"$234,000 ",80.17
2014,Stewart Cink,T14,73,72,76,68,289,"$148,500 ",58.17
2014,Jamie Donaldson,T14,73,70,76,70,289,"$148,500 ",0
2014,Jim Furyk,T14,74,68,72,75,289,"$148,500 ",58.17
2014,Justin Rose,T14,76,70,69,74,289,"$148,500 ",58.17
2014,Adam Scott,T14,69,72,76,72,289,"$148,500 ",58.17
2014,Henrik Stenson,T14,73,72,74,70,289,"$148,500 ",58.17
2014,Fred Couples,T20,71,71,73,75,290,"$101,160 ",49
2014,Jason Day,T20,75,73,70,72,290,"$101,160 ",49
2014,Bill Haas,T20,68,78,74,70,290,"$101,160 ",49
2014,Chris Kirk,T20,75,72,71,72,290,"$101,160 ",49
2014,Ian Poulter,T20,76,70,70,74,290,"$101,160 ",49
2014,Louis Oosthuizen,25,69,75,75,72,291,"$79,200 ",46
2014,Steven Bowditch,T26,74,72,74,72,292,"$66,600 ",43
2014,Gonzalo Fernandez-Castaño,T26,75,69,74,74,292,"$66,600 ",43
2014,Joost Luiten,T26,75,73,77,67,292,"$66,600 ",0
2014,Hunter Mahan,T26,74,72,74,72,292,"$66,600 ",43
2014,Gary Woodland,T26,70,77,69,76,292,"$66,600 ",43
2014,Russell Henley,T31,73,70,75,75,293,"$55,800 ",39
2014,Martin Kaymer,T31,75,72,73,73,293,"$55,800 ",39
2014,Steve Stricker,T31,72,73,73,75,293,"$55,800 ",39
2014,K.J. Choi,T34,70,75,78,71,294,"$48,600 ",36
2014,Stephen Gallacher,T34,71,72,81,70,294,"$48,600 ",0
2014,José María Olazábal,T34,74,74,73,73,294,"$48,600 ",36
2014,Brendon de Jonge,T37,74,72,76,73,295,"$40,500 ",32
2014,Billy Horschel,T37,75,72,75,73,295,"$40,500 ",32
2014,Thongchai Jaidee,T37,73,74,75,73,295,"$40,500 ",0
2014,Vijay Singh,T37,75,71,74,75,295,"$40,500 ",32
2014,Brandt Snedeker,T37,70,74,80,71,295,"$40,500 ",32
2014,Lucas Glover,T42,75,69,77,75,296,"$34,200 ",28.5
2014,Kevin Streelman,T42,72,71,74,79,296,"$34,200 ",28.5
2014,Darren Clarke,T44,74,74,73,76,297,"$27,972 ",25
2014,Sandy Lyle,T44,76,72,76,73,297,"$27,972 ",25
2014,Thorbjørn Olesen,T44,74,72,76,75,297,"$27,972 ",25
2014,Nick Watney,T44,72,75,76,74,297,"$27,972 ",25
2014,Mike Weir,T44,73,72,79,73,297,"$27,972 ",25
2014,Oliver Goss,49,76,71,76,75,298,,0
2014,Francesco Molinari,50,71,76,76,76,299,"$23,400 ",0
2014,Larry Mize,51,74,72,79,79,304,"$22,680 ",20
2014,Sangmoon Bae,CUT,72,77,--,--,149,,0
2014,Luke Donald,CUT,79,70,--,--,149,,0
2014,Victor Dubuisson,CUT,74,75,--,--,149,,0
2014,Ernie Els,CUT,75,74,--,--,149,,0
2014,Matthew Fitzpatrick,CUT,76,73,--,--,149,,0
2014,Sergio Garcia,CUT,74,75,--,--,149,,0
2014,Marc Leishman,CUT,70,79,--,--,149,,0
2014,Phil Mickelson,CUT,76,73,--,--,149,,0
2014,Ryan Moore,CUT,77,72,--,--,149,,0
2014,Charl Schwartzel,CUT,73,76,--,--,149,,0
2014,Webb Simpson,CUT,74,75,--,--,149,,0
2014,Harris English,CUT,74,76,--,--,150,,0
2014,Zach Johnson,CUT,78,72,--,--,150,,0
2014,Graeme McDowell,CUT,72,78,--,--,150,,0
2014,D.A. Points,CUT,78,72,--,--,150,,0
2014,Ian Woosnam,CUT,77,73,--,--,150,,0
2014,Ken Duke,CUT,75,76,--,--,151,,0
2014,John Huh,CUT,75,76,--,--,151,,0
2014,Dustin Johnson,CUT,77,74,--,--,151,,0
2014,Hideki Matsuyama,CUT,80,71,--,--,151,,0
2014,Angel Cabrera,CUT,78,74,--,--,152,,0
2014,Graham DeLaet,CUT,80,72,--,--,152,,0
2014,Derek Ernst,CUT,76,76,--,--,152,,0
2014,Matt Jones,CUT,74,78,--,--,152,,0
2014,David Lynn,CUT,78,74,--,--,152,,0
2014,Matteo Manassero,CUT,71,81,--,--,152,,0
2014,Mark O'Meara,CUT,75,77,--,--,152,,0
2014,Patrick Reed,CUT,73,79,--,--,152,,0
2014,Keegan Bradley,CUT,75,78,--,--,153,,0
2014,Roberto Castro,CUT,73,80,--,--,153,,0
2014,Branden Grace,CUT,84,69,--,--,153,,0
2014,Trevor Immelman,CUT,79,74,--,--,153,,0
2014,Chang-woo Lee,CUT,80,73,--,--,153,,0
2014,Jason Dufner,CUT,80,74,--,--,154,,0
2014,Y.E. Yang,CUT,77,77,--,--,154,,0
2014,Matt Every,CUT,77,78,--,--,155,,0
2014,Jordan Niebrugge,CUT,81,74,--,--,155,,0
2014,Scott Stallings,CUT,75,80,--,--,155,,0
2014,Garrick Porteous,CUT,76,80,--,--,156,,0
2014,Boo Weekley,CUT,73,83,--,--,156,,0
2014,Tim Clark,CUT,79,78,--,--,157,,0
2014,Peter Hanson,CUT,78,81,--,--,159,,0
2014,Craig Stadler,CUT,82,77,--,--,159,,0
2014,Tom Watson,CUT,78,81,--,--,159,,0
2014,Michael McCoy,CUT,78,83,--,--,161,,0
2014,Ben Crenshaw,CUT,83,85,--,--,168,,0
2013,Adam Scott,1,69,72,69,69,279,"$1,440,000 ",600
2013,Angel Cabrera,2,71,69,69,70,279,"$864,000 ",330
2013,Jason Day,3,70,68,73,70,281,"$544,000 ",210
2013,Marc Leishman,T4,66,73,72,72,283,"$352,000 ",135
2013,Tiger Woods,T4,70,73,70,70,283,"$352,000 ",135
2013,Thorbjørn Olesen,T6,78,70,68,68,284,"$278,000 ",0
2013,Brandt Snedeker,T6,70,70,69,75,284,"$278,000 ",105
2013,Sergio Garcia,T8,66,76,73,70,285,"$232,000 ",88
2013,Matt Kuchar,T8,68,75,69,73,285,"$232,000 ",88
2013,Lee Westwood,T8,70,71,73,71,285,"$232,000 ",88
2013,Tim Clark,T11,70,76,67,73,286,"$192,000 ",74.5
2013,John Huh,T11,70,77,71,68,286,"$192,000 ",74.5
2013,Fred Couples,T13,68,71,77,71,287,"$145,600 ",61.8
2013,Ernie Els,T13,71,74,73,69,287,"$145,600 ",61.8
2013,Dustin Johnson,T13,67,76,74,70,287,"$145,600 ",61.8
2013,David Toms,T13,70,74,76,67,287,"$145,600 ",61.8
2013,Nick Watney,T13,78,69,68,72,287,"$145,600 ",61.8
2013,Branden Grace,T18,78,70,71,69,288,"$116,000 ",0
2013,Henrik Stenson,T18,75,71,73,69,288,"$116,000 ",54
2013,Jason Dufner,T20,72,69,75,73,289,"$89,920 ",49
2013,Gonzalo Fernandez-Castaño,T20,68,74,73,74,289,"$89,920 ",0
2013,Bill Haas,T20,71,72,74,72,289,"$89,920 ",49
2013,Steve Stricker,T20,73,70,71,75,289,"$89,920 ",49
2013,Bo Van Pelt,T20,71,74,70,74,289,"$89,920 ",49
2013,Stewart Cink,T25,75,71,73,71,290,"$56,040 ",41.5
2013,Luke Donald,T25,71,72,75,72,290,"$56,040 ",41.5
2013,Jim Furyk,T25,69,71,74,76,290,"$56,040 ",41.5
2013,Freddie Jacobson,T25,72,73,72,73,290,"$56,040 ",41.5
2013,Bernhard Langer,T25,71,71,72,76,290,"$56,040 ",41.5
2013,Rory McIlroy,T25,72,70,79,69,290,"$56,040 ",41.5
2013,Justin Rose,T25,70,71,75,74,290,"$56,040 ",41.5
2013,Charl Schwartzel,T25,71,71,75,73,290,"$56,040 ",41.5
2013,Richard Sterne,T25,73,72,75,70,290,"$56,040 ",0
2013,Michael Thompson,T25,73,71,79,67,290,"$56,040 ",41.5
2013,Zach Johnson,T35,69,76,71,75,291,"$41,200 ",35
2013,Martin Kaymer,T35,72,75,74,70,291,"$41,200 ",35
2013,John Senden,T35,72,70,75,74,291,"$41,200 ",35
2013,Rickie Fowler,T38,68,76,70,78,292,"$32,000 ",29.5
2013,Robert Garrigus,T38,76,71,72,73,292,"$32,000 ",29.5
2013,Brian Gay,T38,72,74,74,72,292,"$32,000 ",29.5
2013,Ryo Ishikawa,T38,71,77,76,68,292,"$32,000 ",29.5
2013,Paul Lawrie,T38,76,70,75,71,292,"$32,000 ",0
2013,Ryan Moore,T38,71,72,81,68,292,"$32,000 ",29.5
2013,D.A. Points,T38,72,75,72,73,292,"$32,000 ",29.5
2013,Vijay Singh,T38,72,74,74,72,292,"$32,000 ",29.5
2013,Thomas Bjørn,T46,73,73,76,71,293,"$23,307 ",0
2013,K.J. Choi,T46,70,71,77,75,293,"$23,307 ",24
2013,David Lynn,T46,68,73,80,72,293,"$23,307 ",24
2013,Lucas Glover,49,74,74,73,73,294,"$20,800 ",22
2013,Peter Hanson,T50,72,75,76,72,295,"$19,480 ",19.5
2013,Trevor Immelman,T50,68,75,78,74,295,"$19,480 ",19.5
2013,José María Olazábal,T50,74,72,74,75,295,"$19,480 ",19.5
2013,Bubba Watson,T50,75,73,70,77,295,"$19,480 ",19.5
2013,Keegan Bradley,T54,73,73,82,69,297,"$18,320 ",15.5
2013,Sandy Lyle,T54,73,72,81,71,297,"$18,320 ",15.5
2013,Phil Mickelson,T54,71,76,77,73,297,"$18,320 ",15.5
2013,Scott Piercy,T54,75,69,78,75,297,"$18,320 ",15.5
2013,Guan Tian Liang,58,73,75,77,75,300,,0
2013,Kevin Na,59,70,76,74,81,301,"$17,920 ",12
2013,John Peterson,60,71,77,74,80,302,"$17,760 ",0
2013,Carl Pettersson,61,76,70,77,81,304,"$17,600 ",10
2013,George Coetzee,CUT,75,74,--,--,149,,0
2013,Jamie Donaldson,CUT,74,75,--,--,149,,0
2013,Martin Laird,CUT,76,73,--,--,149,,0
2013,Matteo Manassero,CUT,75,74,--,--,149,,0
2013,Graeme McDowell,CUT,73,76,--,--,149,,0
2013,Larry Mize,CUT,73,76,--,--,149,,0
2013,"Ted Potter, Jr.",CUT,76,73,--,--,149,,0
2013,Webb Simpson,CUT,73,76,--,--,149,,0
2013,Y.E. Yang,CUT,72,77,--,--,149,,0
2013,Louis Oosthuizen,CUT,74,76,--,--,150,,0
2013,Nicolas Colsaerts,CUT,74,77,--,--,151,,0
2013,Ben Curtis,CUT,76,75,--,--,151,,0
2013,John Merrick,CUT,74,77,--,--,151,,0
2013,Mark O'Meara,CUT,74,77,--,--,151,,0
2013,Ian Poulter,CUT,76,75,--,--,151,,0
2013,Mike Weir,CUT,72,79,--,--,151,,0
2013,T.J. Vogel,CUT,77,75,--,--,152,,0
2013,Michael Weaver,CUT,78,74,--,--,152,,0
2013,Thaworn Wiratchant,CUT,79,73,--,--,152,,0
2013,Padraig Harrington,CUT,78,75,--,--,153,,0
2013,Russell Henley,CUT,72,81,--,--,153,,0
2013,Kevin Streelman,CUT,76,77,--,--,153,,0
2013,Francesco Molinari,CUT,74,81,--,--,155,,0
2013,Nathan Smith,CUT,77,78,--,--,155,,0
2013,Steven Fox,CUT,76,81,--,--,157,,0
2013,Tom Watson,CUT,79,78,--,--,157,,0
2013,Hunter Mahan,CUT,76,82,--,--,158,,0
2013,Craig Stadler,CUT,79,79,--,--,158,,0
2013,Ian Woosnam,CUT,80,78,--,--,158,,0
2013,Alan Dunbar,CUT,83,77,--,--,160,,0
2013,Ben Crenshaw,CUT,80,84,--,--,164,,0
2013,Hiroyuki Fujita,CUT,79,85,--,--,164,,0
2012,Bubba Watson,1,69,71,70,68,278,"$1,440,000 ",600
2012,Louis Oosthuizen,2,68,72,69,69,278,"$864,000 ",330
2012,Peter Hanson,T3,68,74,65,73,280,"$384,000 ",0
2012,Matt Kuchar,T3,71,70,70,69,280,"$384,000 ",147.5
2012,Phil Mickelson,T3,74,68,66,72,280,"$384,000 ",147.5
2012,Lee Westwood,T3,67,73,72,68,280,"$384,000 ",147.5
2012,Ian Poulter,7,72,72,70,69,283,"$268,000 ",100
2012,Padraig Harrington,T8,71,73,68,72,284,"$232,000 ",88
2012,Justin Rose,T8,72,72,72,68,284,"$232,000 ",88
2012,Adam Scott,T8,75,70,73,66,284,"$232,000 ",88
2012,Jim Furyk,11,70,73,72,70,285,"$200,000 ",77
2012,Fred Couples,T12,72,67,75,72,286,"$156,800 ",64.8
2012,Sergio Garcia,T12,72,68,75,71,286,"$156,800 ",64.8
2012,Hunter Mahan,T12,72,72,68,74,286,"$156,800 ",64.8
2012,Graeme McDowell,T12,75,72,71,68,286,"$156,800 ",64.8
2012,Kevin Na,T12,71,75,72,68,286,"$156,800 ",64.8
2012,Ben Crane,T17,69,73,72,73,287,"$124,000 ",56
2012,Bo Van Pelt,T17,73,75,75,64,287,"$124,000 ",56
2012,Charles Howell III,T19,72,70,74,72,288,"$96,960 ",50.2
2012,Freddie Jacobson,T19,76,68,70,74,288,"$96,960 ",50.2
2012,Francesco Molinari,T19,69,75,70,74,288,"$96,960 ",0
2012,Geoff Ogilvy,T19,74,72,71,71,288,"$96,960 ",50.2
2012,Brandt Snedeker,T19,72,75,68,73,288,"$96,960 ",50.2
2012,Jason Dufner,T24,69,70,75,75,289,"$70,400 ",46
2012,Anders Hansen,T24,76,72,73,68,289,"$70,400 ",0
2012,Paul Lawrie,T24,69,72,72,76,289,"$70,400 ",0
2012,Keegan Bradley,T27,71,77,73,69,290,"$56,800 ",42
2012,Jonathan Byrd,T27,72,71,72,75,290,"$56,800 ",42
2012,Rickie Fowler,T27,74,74,72,70,290,"$56,800 ",42
2012,Vijay Singh,T27,70,72,76,72,290,"$56,800 ",42
2012,Scott Stallings,T27,70,77,70,73,290,"$56,800 ",42
2012,Angel Cabrera,T32,71,78,71,71,291,"$45,280 ",37
2012,Luke Donald,T32,75,73,75,68,291,"$45,280 ",37
2012,Zach Johnson,T32,70,74,75,72,291,"$45,280 ",37
2012,Sean O'Hair,T32,73,70,71,77,291,"$45,280 ",37
2012,Nick Watney,T32,71,71,72,77,291,"$45,280 ",37
2012,Sangmoon Bae,T37,75,71,69,77,292,"$37,600 ",33
2012,Thomas Bjørn,T37,73,76,74,69,292,"$37,600 ",0
2012,Bill Haas,T37,72,74,76,70,292,"$37,600 ",33
2012,Aaron Baddeley,T40,71,71,77,74,293,"$32,000 ",29.5
2012,Rory McIlroy,T40,71,69,77,76,293,"$32,000 ",29.5
2012,Henrik Stenson,T40,71,71,70,81,293,"$32,000 ",29.5
2012,Tiger Woods,T40,72,75,72,74,293,"$32,000 ",29.5
2012,Kevin Chappell,T44,71,76,71,76,294,"$26,400 ",26
2012,Martin Kaymer,T44,72,75,75,72,294,"$26,400 ",0
2012,Webb Simpson,T44,72,74,70,78,294,"$26,400 ",26
2012,Ross Fisher,T47,71,77,73,74,295,"$22,560 ",0
2012,Steve Stricker,T47,71,77,72,75,295,"$22,560 ",23
2012,Patrick Cantlay,T47,71,78,74,72,295,,0
2012,Stewart Cink,T50,71,75,81,69,296,"$19,960 ",19.5
2012,Robert Karlsson,T50,74,74,77,71,296,"$19,960 ",19.5
2012,Charl Schwartzel,T50,72,75,75,74,296,"$19,960 ",19.5
2012,David Toms,T50,73,73,75,75,296,"$19,960 ",19.5
2012,Scott Verplank,T54,73,75,75,74,297,"$18,880 ",16.5
2012,Hideki Matsuyama,T54,71,74,72,80,297,,0
2012,Miguel Angel Jiménez,56,69,72,76,81,298,"$18,560 ",0
2012,Martin Laird,T57,76,72,74,77,299,"$18,240 ",13
2012,Edoardo Molinari,T57,75,74,76,74,299,"$18,240 ",0
2012,Y.E. Yang,T57,73,70,75,81,299,"$18,240 ",13
2012,Trevor Immelman,60,78,71,76,76,301,"$17,920 ",11
2012,Gonzalo Fernandez-Castaño,61,74,75,76,77,302,"$17,760 ",0
2012,Kelly Kraft,62,74,75,77,80,306,,0
2012,K.T. Kim,CUT,74,76,--,--,150,,0
2012,John Senden,CUT,74,76,--,--,150,,0
2012,Paul Casey,CUT,76,75,--,--,151,,0
2012,Harrison Frazar,CUT,73,78,--,--,151,,0
2012,Larry Mize,CUT,76,75,--,--,151,,0
2012,José María Olazábal,CUT,75,76,--,--,151,,0
2012,Kyle Stanley,CUT,75,76,--,--,151,,0
2012,Tom Watson,CUT,77,74,--,--,151,,0
2012,Mike Weir,CUT,72,79,--,--,151,,0
2012,Robert Garrigus,CUT,77,75,--,--,152,,0
2012,Bernhard Langer,CUT,72,80,--,--,152,,0
2012,Ryan Palmer,CUT,75,77,--,--,152,,0
2012,Rory Sabbatini,CUT,72,80,--,--,152,,0
2012,K.J. Choi,CUT,77,76,--,--,153,,0
2012,Ryo Ishikawa,CUT,76,77,--,--,153,,0
2012,Bryden MacPherson,CUT,77,76,--,--,153,,0
2012,Chez Reavie,CUT,79,74,--,--,153,,0
2012,Johnson Wagner,CUT,79,74,--,--,153,,0
2012,Tim Clark,CUT,73,81,--,--,154,,0
2012,Darren Clarke,CUT,73,81,--,--,154,,0
2012,Lucas Glover,CUT,75,79,--,--,154,,0
2012,Mark Wilson,CUT,76,78,--,--,154,,0
2012,Ian Woosnam,CUT,77,77,--,--,154,,0
2012,Simon Dyson,CUT,78,77,--,--,155,,0
2012,Corbin Mills,CUT,74,81,--,--,155,,0
2012,Alvaro Quiros,CUT,78,77,--,--,155,,0
2012,Brendan Steele,CUT,76,80,--,--,156,,0
2012,Ben Crenshaw,CUT,76,83,--,--,159,,0
2012,Randal Lewis,CUT,81,78,--,--,159,,0
2012,Craig Stadler,CUT,81,82,--,--,163,,0
2012,Sandy Lyle,CUT,86,78,--,--,164,,0
2012,Jason Day,W/D,76,--,--,--,76,,0
2012,Gary Woodland,W/D,73,70,85,--,228,,0
2011,Charl Schwartzel,1,69,71,68,66,274,"$1,440,000 ",600
2011,Jason Day,T2,72,64,72,68,276,"$704,000 ",270
2011,Adam Scott,T2,72,70,67,67,276,"$704,000 ",270
2011,Luke Donald,T4,72,68,69,69,278,"$330,667 ",126.67
2011,Geoff Ogilvy,T4,69,69,73,67,278,"$330,667 ",126.67
2011,Tiger Woods,T4,71,66,74,67,278,"$330,667 ",126.67
2011,Angel Cabrera,7,71,70,67,71,279,"$268,000 ",100
2011,K.J. Choi,T8,67,70,71,72,280,"$240,000 ",91
2011,Bo Van Pelt,T8,73,69,68,70,280,"$240,000 ",91
2011,Ryan Palmer,10,71,72,69,70,282,"$216,000 ",82
2011,Edoardo Molinari,T11,74,70,69,70,283,"$176,000 ",0
2011,Justin Rose,T11,73,71,71,68,283,"$176,000 ",70.25
2011,Steve Stricker,T11,72,70,71,70,283,"$176,000 ",70.25
2011,Lee Westwood,T11,72,67,74,70,283,"$176,000 ",0
2011,Fred Couples,T15,71,68,72,73,284,"$128,000 ",57
2011,Ross Fisher,T15,69,71,71,73,284,"$128,000 ",0
2011,Trevor Immelman,T15,69,73,73,69,284,"$128,000 ",57
2011,Rory McIlroy,T15,65,69,70,80,284,"$128,000 ",0
